Reference ID,Voting Date,Topic Number,Topic Title,Meaning of Yes,Meaning of No,Voting Subject,Proposal Title,Council Decision,Number of Yes,Number of No,Number of Abstentions,Number of excused,Number of non-participation,Percent_Yes
28986,30.05.2024,20224104,Selbstvertretung stärken. Mittelvergabe an Behindertenorganisationen anpassen,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,78,109,0,5,7,0.41711229946524064
28987,30.05.2024,20224111,Weniger Bürokratie in den Pflegeberufen,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,1,98,90,0,5,6,0.5212765957446809
28988,30.05.2024,20224184,Schärfere Einfuhrbestimmungen für Teile bedrohter Tierarten beispielsweise als Jagdtrophäen,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,71,116,2,5,5,0.37566137566137564
28989,30.05.2024,20224196,"Ausweitung der Deklaration von Palmöl auf Kosmetik, Reinigungs- und Waschmittel",Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,63,125,1,5,5,0.3333333333333333
28990,30.05.2024,20224199,Anpassung der Bauarbeitenverordnung hinsichtlich der Notwendigkeit zur Einreichung eines Gesundheits- und Sicherheitsschutzkonzeptes,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,1,123,65,1,5,5,0.6507936507936508
28991,30.05.2024,20224245,Medikamentenverschwendung stoppen,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,1,170,12,6,5,6,0.9042553191489362
28992,30.05.2024,20224357,KVG. Stärkung der Grundversorgung dank eines besseren Angebots an Hausärztinnen und Hausärzten,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,1,158,20,11,5,5,0.8359788359788359
28994,30.05.2024,20224393,Sexuelle Gesundheit von Sexarbeitenden in der Schweiz,Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,-1,74,115,0,5,5,0.3915343915343915
28995,30.05.2024,20224394,Kostensenkung im Gesundheitswesen durch die Überprüfung des Leistungskatalogs in der Grundversicherung,Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,1,128,60,1,5,5,0.6772486772486772
28996,30.05.2024,20224425,Waisenrente bei Praktika und anderen praktischen Tätigkeiten zur Aneignung von Branchenkenntnissen und Fertigkeiten ermöglichen,Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,1,99,89,1,5,5,0.5238095238095238
28997,30.05.2024,20224434,"KVG. Die Fortschritte in der Medizintechnik müssen der Bevölkerung zugutekommen, auch finanziell",Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,87,101,0,5,6,0.4627659574468085
28998,30.05.2024,20230435,Rückkehrrecht für Mieterinnen und Mieter nach Sanierung und Umbau,Antrag der Mehrheit (keine Folge geben) | * | *,Antrag der Minderheit Dandrès (Folge geben) | * | *,* | * | *,*,1,125,61,3,5,5,0.6613756613756614
28999,30.05.2024,20230442,Keine Besteuerung von AHV-Renten,Antrag der Mehrheit (keine Folge geben) | * | *,Antrag der Minderheit Tuena (Folge geben) | * | *,* | * | *,*,1,127,62,0,5,5,0.671957671957672
29000,30.05.2024,20230444,Für Abstimmungskämpfe mit lauteren Argumenten,Antrag der Mehrheit (keine Folge geben) | * | *,Antrag der Minderheit Klopfenstein Broggini (Folge geben) | * | *,* | * | *,*,1,126,60,0,5,8,0.6774193548387096
29002,03.06.2024,20230021,Bundesgesetz über die Zulassung als Strassentransportunternehmen (STUG). Änderung,Antrag der Mehrheit (gemäss SR) | * | *,Antrag der Minderheit Schaffner (feshalten) | * | *,Art. 9 Abs. 3 und Abs. 5 Bst. d | * | *,Bundesgesetz über die Zulassung als Strassentransportunternehmen (STUG),1,116,68,0,3,12,0.6304347826086957
29003,03.06.2024,20240021,«Für eine verantwortungsvolle Wirtschaft innerhalb der planetaren Grenzen (Umweltverantwortungsinitiative)». Volksinitiative,Antrag der Mehrheit und des Bundesrates (Empfehlung auf Ablehnung der Volksinitiative) | * | *,Antrag der Minderheit II Clivaz Christophe (Empfehlung auf Annahme der Volksinitiative) | * | *,Art. 2 | * | *,Bundesbeschluss über die Volksinitiative «Für eine verantwortungsvolle Wirtschaft innerhalb der planetaren Grenzen (Umweltverantwortungsinitiative)»,1,129,60,2,4,4,0.675392670157068
29004,03.06.2024,20240021,«Für eine verantwortungsvolle Wirtschaft innerhalb der planetaren Grenzen (Umweltverantwortungsinitiative)». Volksinitiative,Antrag der Mehrheit (Nichteintreten) | * | *,Antrag der Minderheit I Trede (Eintreten) | * | *,Eintreten | * | *,*,1,125,63,1,4,6,0.6613756613756614
29006,04.06.2024,20224278,Unterstützung der iranischen Zivilgesellschaft,Antrag der Mehrheit (Annahme der geänderten Motion) | * | *,Antrag der Minderheit Rüegger (Ablehnung der Motion) | * | *,* | * | *,*,1,117,62,5,3,12,0.6358695652173914
29008,04.06.2024,20243354,Halbierung der Finanzierung der übernächsten Entwicklungszusammenarbeitsstrategie für die Finanzierung der 13. AHV-Rente,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,74,115,4,3,3,0.38341968911917096
29009,04.06.2024,20243367,"Zwei souveräne Staaten, Israel und Palästina, als Grundlage für einen dauerhaften und gerechten Frieden",Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,-1,61,131,2,3,2,0.31443298969072164
29010,04.06.2024,20240016,Bundesgesetz über die Massnahmen zur Entlastung des Haushaltes ab 2025,Antrag der Mehrheit (Eintreten) | * | *,Antrag der Minderheit Funiciello (Nichteintreten) | * | *,Eintreten | * | *,Bundesgesetz über die Massnahmen zur finanziellen und administrativen Entlastung ab 2025,1,145,42,2,3,7,0.7671957671957672
29011,04.06.2024,20240016,Bundesgesetz über die Massnahmen zur Entlastung des Haushaltes ab 2025,Antrag der Mehrheit (keine Rückweisung) | * | *,Antrag der Minderheit Wettstein (Rückweisung an den Bundesrat) | * | *,Rückweisung | * | *,Bundesgesetz über die Massnahmen zur finanziellen und administrativen Entlastung ab 2025,1,126,61,2,3,7,0.6666666666666666
29012,04.06.2024,20240016,Bundesgesetz über die Massnahmen zur Entlastung des Haushaltes ab 2025,Antrag der Mehrheit | * | *,Antrag der Minderheit Wermuth | * | *,"2. Arbeitslosenversicherung
Art. 120b Abs. 3 | * | *",Bundesgesetz über die Massnahmen zur finanziellen und administrativen Entlastung ab 2025,1,129,62,0,3,5,0.675392670157068
29013,04.06.2024,20240016,Bundesgesetz über die Massnahmen zur Entlastung des Haushaltes ab 2025,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Gesamtabstimmung | * | *,Bundesgesetz über die Massnahmen zur finanziellen und administrativen Entlastung ab 2025,1,129,62,0,3,5,0.675392670157068
29014,04.06.2024,20230451,Finanzierung der Krankenversicherung analog der Unfallversicherung,Antrag der Mehrheit (keine Folge geben) | * | *,Antrag der Minderheit Weichelt (Folge geben) | * | *,* | * | *,*,1,126,59,0,3,11,0.6810810810810811
29015,04.06.2024,20230456,Entlastung für Familien und KMU. Anwendung des reduzierten Mehrwertsteuersatzes auch auf Strom,Antrag der Mehrheit (keine Folge geben) | * | *,Antrag der Minderheit Pamini (Folge geben) | * | *,* | * | *,*,1,115,68,3,3,10,0.6182795698924731
29016,04.06.2024,20230464,Beleidigende Handlungen gegen die  Schweizer Flagge und andere Schweizer Hoheitszeichen sind in jedem Fall zu bestrafen,Antrag der Mehrheit (keine Folge geben) | * | *,Antrag der Minderheit Golay Roger (Folge geben) | * | *,* | * | *,*,1,115,68,3,3,10,0.6182795698924731
29017,04.06.2024,20230486,Gemeindetageskarten erhalten,Antrag der Kommission (keine Folge geben) | * | *,Ablehnung des Initianten (Folge geben) | * | *,* | * | *,*,1,125,47,14,3,10,0.6720430107526881
29019,05.06.2024,20230082,Legislaturplanung 2023-2027,Zustimmung zum Antrag der EK (gemäss NR) | * | *,Ablehnung des Antrages der EK | * | *,Art. 6 Titel | * | *,Bundesbeschluss über die Legislaturplanung 2023–2027,1,189,1,0,3,6,0.9947368421052631
29020,05.06.2024,20230082,Legislaturplanung 2023-2027,Zustimmung zum Antrag der EK (gemäss SR = gemäss BR) | * | *,Ablehnung des Antrages der EK | * | *,Art. 6 Ziffer 35 | * | *,Bundesbeschluss über die Legislaturplanung 2023–2027,1,162,28,0,3,6,0.8526315789473684
29021,05.06.2024,20230082,Legislaturplanung 2023-2027,Zustimmung zum Antrag der EK (gemäss NR) | * | *,Ablehnung des Antrages der EK | * | *,Art. 9 Titel | * | *,Bundesbeschluss über die Legislaturplanung 2023–2027,1,191,0,0,3,5,1.0
29022,05.06.2024,20230082,Legislaturplanung 2023-2027, Zustimmung zum Antrag der EK (gemäss NR) | * | *,Ablehnung des Antrages der EK | * | *,Art. 9 Ziffer 52ter | * | *,Bundesbeschluss über die Legislaturplanung 2023–2027,1,164,27,0,3,5,0.8586387434554974
29023,05.06.2024,20230082,Legislaturplanung 2023-2027,Antrag der Mehrheit (gemäss NR) | * | *,Antrag der Minderheit Wyssmann (Ablehnung des Antrages der EK) | * | *,Art. 10 Ziffer 54ter - Abstimmung über Minderheit Wyssmann | * | *,Bundesbeschluss über die Legislaturplanung 2023–2027,1,101,89,0,3,6,0.531578947368421
29024,05.06.2024,20230082,Legislaturplanung 2023-2027,Antrag der Mehrheit (gemäss NR) | * | *,Antrag der Minderheit Wyssmann (Ablehnung des Antrages der EK) | * | *,Art. 11 Ziffer 56ter - Abstimmung über Minderheit Wyssmann | * | *,Bundesbeschluss über die Legislaturplanung 2023–2027,1,101,87,3,3,5,0.5287958115183246
29025,05.06.2024,20230082,Legislaturplanung 2023-2027,Antrag der Mehrheit | * | *,Antrag der Minderheit Wyssmann (Ablehnung des Antrages der EK) | * | *,Art. 13 Ziffer 64ter - Abstimmung über Minderheit Wyssmann | * | *,Bundesbeschluss über die Legislaturplanung 2023–2027,1,114,72,5,3,5,0.5968586387434555
29026,05.06.2024,20230082,Legislaturplanung 2023-2027,Zustimmung zum Antrag der EK (gemäss SR = gemäss BR) | * | *,Ablehnung des Antrages der EK | * | *,Art. 14 Titel | * | *,Bundesbeschluss über die Legislaturplanung 2023–2027,1,191,0,0,3,5,1.0
29027,05.06.2024,20230082,Legislaturplanung 2023-2027,Antrag der Mehrheit (gemäss SR) | * | *,Antrag der Minderheit Wettstein (Ablehnung des Antrages der EK) | * | *,Art. 18 Ziffer 84ter - Abstimmung über Minderheit Wettstein | * | *,Bundesbeschluss über die Legislaturplanung 2023–2027,1,129,62,0,3,5,0.675392670157068
29028,05.06.2024,20230082,Legislaturplanung 2023-2027,Zustimmung zum Antrag der EK | * | *,Ablehnung des Antrages der EK | * | *,Art. 22 Titel | * | *,Bundesbeschluss über die Legislaturplanung 2023–2027,1,191,0,0,3,5,1.0
29029,05.06.2024,20230082,Legislaturplanung 2023-2027,Zustimmung zum Antrag der EK (gemäss SR) | * | *,Ablehnung des Antrages der EK | * | *,Art. 25 Ziffer 105bis | * | *,Bundesbeschluss über die Legislaturplanung 2023–2027,1,188,0,3,3,5,0.9842931937172775
29031,05.06.2024,20240006,Motionen und Postulate der gesetzgebenden Räte im Jahre 2023. Bericht,Antrag der Mehrheit (abschreiben) | * | *,Antrag der Minderheit Calame (nicht streichen) | * | *,Po. 13.3151  | * | *,Bericht des Bundesrates über Motionen und Postulate der eidgenössischen Räte im Jahr 2023. Auszug: Kapitel I,1,127,62,0,3,7,0.671957671957672
29032,05.06.2024,20240006,Motionen und Postulate der gesetzgebenden Räte im Jahre 2023. Bericht,Antrag der Mehrheit (abschreiben) | * | *,Antrag der Minderheit Calame (nicht streichen) | * | *,Po. 21.3618 | * | *,Bericht des Bundesrates über Motionen und Postulate der eidgenössischen Räte im Jahr 2023. Auszug: Kapitel I,1,127,64,0,3,5,0.6649214659685864
29033,05.06.2024,20240006,Motionen und Postulate der gesetzgebenden Räte im Jahre 2023. Bericht,Antrag der Mehrheit (abschreiben) | * | *,Antrag der Minderheit Calame (nicht streichen) | * | *,Mo. 21.4184 | * | *,Bericht des Bundesrates über Motionen und Postulate der eidgenössischen Räte im Jahr 2023. Auszug: Kapitel I,1,126,64,0,3,6,0.6631578947368421
29040,06.06.2024,20220071,Strafgesetzbuch und Jugendstrafgesetz. Änderung,Antrag der Mehrheit | * | *,Antrag der Minderheit Tuena (festhalten) | * | *,Art. 64 Abs. 1 Bst. b und c | * | *,Schweizerisches Strafgesetzbuch (Massnahmenpaket Sanktionenvollzug),1,120,70,0,2,7,0.631578947368421
29041,06.06.2024,20220071,Strafgesetzbuch und Jugendstrafgesetz. Änderung,Antrag der Mehrheit (festhalten) | * | *,Antrag der Minderheit Brenzikofer (gemäss SR) | * | *,Art. 25a Abs. 1 Bst. b (gilt auch für Art. 25 Abs. 3 und Art. 28 Abs. 3) | * | *,"Bundesgesetz über das Jugendstrafrecht (Jugendstrafgesetz, JStG) (Massnahmenpaket Sanktionenvollzug)",1,127,63,1,2,6,0.6649214659685864
29042,06.06.2024,20230057,ZGB. Änderung (Massnahmen gegen Minderjährigenheiraten),Antrag der Mehrheit (festhalten) | * | *,Antrag der Minderheit von Falkenstein (gemäss SR) | * | *,Art. 105a Abs. 2 (gilt auch für den Anhang Ziffer 3 Art. 9a Abs. 2 Partnerschaftsgesetz) | * | *,Botschaft vom 23. August 2023 zur Änderung des Schweizerischen Zivilgesetzbuchs (Massnahmen gegen Minderjährigenheiraten),1,125,64,1,2,7,0.6578947368421053
29043,06.06.2024,20170523,Ermöglichung von Doppelnamen bei der Heirat,Antrag der Mehrheit (keine Rückweisung) | * | *,"Antrag der Minderheit Addor (Rückweisung an die Kommission ""kleine Lösung"") | * | *",Rückweisungsantrag | * | *,Schweizerisches Zivilgesetzbuch (Doppelnamen bei der Eheschliessung),1,130,56,3,2,8,0.6878306878306878
29044,06.06.2024,20170523,Ermöglichung von Doppelnamen bei der Heirat,Antrag der Mehrheit (keine Rückweisung) | * | *,Antrag der Minderheit Addor (Rückweisung an die Kommission) | * | *,Rückweisungsantrag | * | *,Schweizerisches Zivilgesetzbuch (Doppelnamen bei der Eheschliessung),1,130,57,4,2,6,0.680628272251309
29045,06.06.2024,20170523,Ermöglichung von Doppelnamen bei der Heirat,Antrag der Mehrheit | * | *,Antrag der Minderheit Tuena (streichen) | * | *,"Art. 160 Abs. 4 (gilt auch für Art. 8abis Abs. 1 SchlT ZGB, Art. 37b Abs. 3 PartG und Art. 2 Abs. 4  AwG) | * | *",Schweizerisches Zivilgesetzbuch (Doppelnamen bei der Eheschliessung),1,140,51,1,2,5,0.7291666666666666
29046,06.06.2024,20170523,Ermöglichung von Doppelnamen bei der Heirat,Antrag der Mehrheit | * | *,Antrag der Minderheit Brenzikofer | * | *,"Art. 160a (gilt  auch für Art. 270, 270a, 271 Abs. 1 und 2 SchlT Art. 13d sowie Art. 13e und n37c PartG) | * | *",Schweizerisches Zivilgesetzbuch (Doppelnamen bei der Eheschliessung),1,110,81,1,2,5,0.5729166666666666
29047,06.06.2024,20170523,Ermöglichung von Doppelnamen bei der Heirat,"Antrag der Mehrheit
 | * | *",Antrag der Minderheit Addor (streichen) | * | *,Art. 270 Abs. 2 (gilt auch für Art. 270a Abs. 2) | * | *,Schweizerisches Zivilgesetzbuch (Doppelnamen bei der Eheschliessung),1,128,59,5,2,5,0.6666666666666666
29048,06.06.2024,20170523,Ermöglichung von Doppelnamen bei der Heirat,"Antrag der Mehrheit
 | * | *",Antrag der Minderheit Tuena | * | *,Art. 270a Abs. 5 | * | *,Schweizerisches Zivilgesetzbuch (Doppelnamen bei der Eheschliessung),1,132,52,8,2,5,0.6875
29049,06.06.2024,20170523,Ermöglichung von Doppelnamen bei der Heirat,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Gesamtabstimmung | * | *,Schweizerisches Zivilgesetzbuch (Doppelnamen bei der Eheschliessung),1,139,46,7,2,5,0.7239583333333334
29051,06.06.2024,20190433,StGB-Tatbestände mit Stalking ergänzen,Antrag der Mehrheit (Eintreten) | * | *,Antrag der Minderheit Bühler (Nichteintreten) | * | *,Eintreten | * | *,"Bundesgesetz über die Verbesserung des strafrechtlichen Schutzes vor Nachstellung (Änderung des Strafgesetzbuchs, des Militärstrafgesetzes und des Militärstrafprozesses)",1,159,30,0,2,8,0.8412698412698413
29052,06.06.2024,20190433,StGB-Tatbestände mit Stalking ergänzen,Antrag der Mehrheit | * | *,Antrag der Minderheit I Arslan | * | *,Art. 181b Randtitel | * | *,"Bundesgesetz über die Verbesserung des strafrechtlichen Schutzes vor Nachstellung (Änderung des Strafgesetzbuchs, des Militärstrafgesetzes und des Militärstrafprozesses)",1,130,59,0,2,8,0.6878306878306878
29053,06.06.2024,20190433,StGB-Tatbestände mit Stalking ergänzen,Antrag der Mehrheit | * | *,Antrag der Minderheit Docourt und des Bundesrates | * | *,Art. 181b Abs. 1 erster Satzteil | * | *,"Bundesgesetz über die Verbesserung des strafrechtlichen Schutzes vor Nachstellung (Änderung des Strafgesetzbuchs, des Militärstrafgesetzes und des Militärstrafprozesses)",1,97,90,0,2,10,0.5187165775401069
29054,06.06.2024,20190433,StGB-Tatbestände mit Stalking ergänzen,Antrag der Mehrheit | * | *,Antrag der Minderheit Bühler und des Bundesrates | * | *,Art. 181b Abs. 1 zweiter Satzteil | * | *,"Bundesgesetz über die Verbesserung des strafrechtlichen Schutzes vor Nachstellung (Änderung des Strafgesetzbuchs, des Militärstrafgesetzes und des Militärstrafprozesses)",1,135,53,1,2,8,0.7142857142857143
29055,06.06.2024,20190433,StGB-Tatbestände mit Stalking ergänzen,Antrag der Mehrheit | * | *,Antrag der Minderheit Steinemann und des Bundesrates (streichen) | * | *,Art. 181b Abs. 2 (gilt auch für Art. 55a Abs. 1) | * | *,"Bundesgesetz über die Verbesserung des strafrechtlichen Schutzes vor Nachstellung (Änderung des Strafgesetzbuchs, des Militärstrafgesetzes und des Militärstrafprozesses)",1,127,61,1,2,8,0.671957671957672
29056,06.06.2024,20190433,StGB-Tatbestände mit Stalking ergänzen,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Gesamtabstimmung | * | *,"Bundesgesetz über die Verbesserung des strafrechtlichen Schutzes vor Nachstellung (Änderung des Strafgesetzbuchs, des Militärstrafgesetzes und des Militärstrafprozesses)",1,151,29,9,2,8,0.798941798941799
29058,06.06.2024,20224547,Asylnotstand. Einführung einer Obergrenze für Asylgesuche,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,63,116,6,2,12,0.34054054054054056
29059,06.06.2024,20224548,Änderung des Asylgesetzes. Abschaffung des Status S,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,63,123,0,2,11,0.3387096774193548
29061,10.06.2024,20190464,Beseitigung und Verhinderung der Inländerinnen- und Inländerdiskriminierung beim Familiennachzug,Antrag der Mehrheit (Eintreten) | * | *,Antrag der Minderheit Marchesi (Nichteintreten) | * | *,Eintreten | * | *,Bundesgesetz über die Ausländerinnen und Ausländer und über die Integration (AIG) (Beseitigung und Verhinderung der Inländerinnen- und Inländerdiskriminierung beim Familiennachzug),1,98,93,6,1,1,0.49746192893401014
29062,10.06.2024,20190464,Beseitigung und Verhinderung der Inländerinnen- und Inländerdiskriminierung beim Familiennachzug,Antrag der Mehrheit | * | *,Antrag der Minderheit II Silberschmidt | * | *,Art. 42 Abs. 1 | * | *,Bundesgesetz über die Ausländerinnen und Ausländer und über die Integration (AIG) (Beseitigung und Verhinderung der Inländerinnen- und Inländerdiskriminierung beim Familiennachzug),-1,23,120,54,1,1,0.116751269035533
29063,10.06.2024,20190464,Beseitigung und Verhinderung der Inländerinnen- und Inländerdiskriminierung beim Familiennachzug,Antrag der Minderheit II Silberschmidt (übernommen von Frau Bircher) | * | *,Antrag der Minderheit I Marra (übernommen von Frau Céline Widmer) | * | *,Art. 42 Abs. 1 | * | *,Bundesgesetz über die Ausländerinnen und Ausländer und über die Integration (AIG) (Beseitigung und Verhinderung der Inländerinnen- und Inländerdiskriminierung beim Familiennachzug),1,114,14,69,1,1,0.5786802030456852
29064,10.06.2024,20190464,Beseitigung und Verhinderung der Inländerinnen- und Inländerdiskriminierung beim Familiennachzug,Antrag der Mehrheit | * | *,Antrag der Minderheit Barrile (übernommen von Céline Widmer) | * | *,Art. 42 Abs. 2 (gilt auch für Art. 58b Abs. 4) | * | *,Bundesgesetz über die Ausländerinnen und Ausländer und über die Integration (AIG) (Beseitigung und Verhinderung der Inländerinnen- und Inländerdiskriminierung beim Familiennachzug),1,173,23,1,1,1,0.8781725888324873
29065,10.06.2024,20190464,Beseitigung und Verhinderung der Inländerinnen- und Inländerdiskriminierung beim Familiennachzug,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Gesamtabstimmung | * | *,Bundesgesetz über die Ausländerinnen und Ausländer und über die Integration (AIG) (Beseitigung und Verhinderung der Inländerinnen- und Inländerdiskriminierung beim Familiennachzug),1,104,86,7,1,1,0.5279187817258884
29067,10.06.2024,20234440,"Rückführung von Eritreern, deren Asylantrag abgelehnt wurde. Abschluss eines Transitabkommens mit einem Drittstaat",Antrag der Mehrheit (Annahme der Motion) | * | *,Antrag der Minderheit Jost und des Bundesrates (Ablehnung der Motion) | * | *,* | * | *,*,1,120,75,1,1,2,0.6122448979591837
29068,10.06.2024,20234447,"Massnahmen gegen Ausländer, die gewaltsam dasjenige Regime unterstützen, vor dem sie angeblich geflohen sind",Antrag der Mehrheit (Annahme der Motion) | * | *,Antrag der Minderheit Widmer Céline und des Bundesrates (Ablehnung der Motion) | * | *,* | * | *,*,1,131,63,2,1,2,0.6683673469387755
29069,10.06.2024,20224558,Volles Ständerecht für beide Basel,Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,-1,66,118,10,1,4,0.3402061855670103
29070,10.06.2024,20224559,"Keine Kinderkopftücher in Schulen und Kindergärten. Eine Frage der Gleichberechtigung, des Kinderschutzes und nicht der Religion",Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,1,104,77,10,1,7,0.5445026178010471
29071,10.06.2024,20233067,Zugang zu Erstberatung bei sexueller Belästigung am Arbeitsplatz garantieren,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,66,125,3,1,4,0.3402061855670103
29072,10.06.2024,20233076,Auswirkungen der Zuwanderung auf unsere Schweizer Sozialwerke,Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,-1,93,98,3,1,4,0.4793814432989691
29073,10.06.2024,20233156,"Aktionsplan für mehr Rechtssicherheit bei fürsorgerischer Unterbringung, bewegungseinschränkenden Massnahmen und Behandlung ohne Zustimmung",Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,1,136,57,0,1,5,0.7046632124352331
29074,10.06.2024,20233158,"Statistische Erfassung fürsorgerischer Unterbringung, bewegungseinschränkender Massnahmen und von Behandlungen ohne Zustimmung",Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,1,134,56,2,1,6,0.6979166666666666
29075,10.06.2024,20233193,Vorübergehende Wiedereinführung der Grenzkontrollen infolge zunehmender illegaler Einreisen,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,65,128,1,1,4,0.33505154639175255
29077,10.06.2024,20233455,Systemrelevante Unternehmen. Entscheidungen im Interesse der Schweiz gewährleisten,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,89,104,1,1,4,0.4587628865979381
29078,10.06.2024,20233490,Prävention gegen Klimaextremismus,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,66,124,4,1,4,0.3402061855670103
29079,10.06.2024,20233536,"Wiedereinführung der Grenzkontrollen, bis Italien das Dublin-Abkommen wieder einhält",Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,65,129,0,1,4,0.33505154639175255
29080,10.06.2024,20233537,"Den 20-Millionen-Kredit für Italien einfrieren, solange das Land das Dublin-Abkommen nicht einhält",Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,65,125,1,1,7,0.3403141361256545
29082,11.06.2024,20230472,Behandlung von kantonalen oder kommunalen Solidaritätsbeiträgen gemäss AFZFG,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Gesamtabstimmung | * | *,Bundesgesetz über die Aufarbeitung der fürsorgerischen Zwangsmassnahmen und Fremdplatzierungen vor 1981 (AFZFG) (Behandlung von kantonalen und kommunalen Solidaritätsbeiträgen gemäss AFZFG),1,170,0,0,4,25,1.0
29083,11.06.2024,20243389,Ausbau linksrheinischer Neat-Zubringer im Interesse der Verlagerung vorantreiben,Antrag der Mehrheit und des Bundesrates (Annahme der Motion) | * | *,Antrag der Minderheit Giezendanner (Ablehnung der Motion) | * | *,* | * | *,*,1,126,68,0,4,1,0.6494845360824743
29084,11.06.2024,20243390,Stabilisierung des kombinierten Verkehrs auf der Nord-Süd-Achse durch die Bereitstellung von Puffergleisen,Antrag der Mehrheit und des Bundesrates (Annahme der Motion) | * | *,Antrag der Minderheit Giezendanner (Ablehnung der Motion) | * | *,* | * | *,*,1,127,66,1,4,1,0.654639175257732
29085,11.06.2024,20243391,Für eine stärkere Verlagerung auf mittlere Transportdistanzen,Antrag der Mehrheit (Annahme der Motion) | * | *,Antrag der Minderheit Giezendanner und des Bundesrates (Ablehnung der Motion) | * | *,* | * | *,*,1,121,70,4,4,0,0.6205128205128205
29086,11.06.2024,20243392,Alpentransitabgabe als Verlagerungsinstrument prüfen,Antrag der Mehrheit (Annahme des Postulates) | * | *,Antrag der Minderheit Giezendanner und des Bundesrates (Ablehnung des Postulates) | * | *,* | * | *,*,-1,88,106,1,4,0,0.4512820512820513
29087,11.06.2024,20243393,"LSVA vollumfänglich an Teuerung anpassen, um Verlagerungswirkung zu sichern",Antrag der Mehrheit (Annahme der Motion) | * | *,Antrag der Minderheit Giezendanner und des Bundesrates(Ablehnung der Motion) | * | *,* | * | *,*,-1,93,99,3,4,0,0.47692307692307695
29088,11.06.2024,20213500,Rechtssicherheit für die Zusammenarbeit zwischen der Schweiz und der EU im europäischen Stromsystem gewährleisten!,Antrag der Mehrheit (Annahme der geänderten Motion) | * | *,Antrag der Minderheit Dettling (Ablehnung der Motion) | * | *,* | * | *,*,1,130,66,0,3,0,0.6632653061224489
29089,11.06.2024,20214500,Verhandlung zwischenstaatlicher technischer Vereinbarungen im Bereich Strom,Antrag der Mehrheit (Annahme der geänderten Motion) | * | *,Antrag der Minderheit Wasserfallen Christian (Ablehnung der Motion) | * | *,* | * | *,*,1,131,26,39,3,0,0.6683673469387755
29091,11.06.2024,20234028,"Sicherung der Insektenbestäubung, insbesondere durch Wild- und Honigbienen",Antrag der Kommission (Annahme der Motion) | * | *,Antrag des Bundesrates (Ablehung der Motion) | * | *,* | * | *,*,1,125,65,6,3,0,0.6377551020408163
29092,11.06.2024,20234155,Wald. Rasche Anpassung an den Klimawandel ist dringend,Antrag der Kommission (Annahme der Motion) | * | *,Antrag des Bundesrates (Ablehnung der Motion) | * | *,* | * | *,*,1,181,3,12,3,0,0.923469387755102
29093,11.06.2024,20234209,Keine massive Verschlechterung des öffentlichen Verkehrs aus dem und in den Kanton Glarus,Antrag der Kommission (Annahme der Motion) | * | *,Antrag des Bundesrates (Ablehnung der Motion) | * | *,* | * | *,*,1,183,6,7,3,0,0.9336734693877551
29096,11.06.2024,20223621,Rahmenbedingungen für den Bau neuer Kernkraftwerke schaffen,Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,-1,88,97,6,3,5,0.4607329842931937
