Reference ID,Voting Date,Topic Number,Topic Title,Meaning of Yes,Meaning of No,Voting Subject,Proposal Title,Council Decision,Number of Yes,Number of No,Number of Abstentions,Number of excused,Number of non-participation,Percent_Yes
29242,14.06.2024,20220071,Strafgesetzbuch und Jugendstrafgesetz. Änderung,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Schlussabstimmung | * | *,"Bundesgesetz über das Jugendstrafrecht (Jugendstrafgesetz, JStG) (Massnahmenpaket Sanktionenvollzug)",1,148,47,3,1,0,0.7474747474747475
29243,14.06.2024,20220084,Bundesgesetz über die Entwicklungsfinanzierungsgesellschaft SIFEM,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Schlussabstimmung | * | *,Bundesgesetz über die Entwicklungsfinanzierungsgesellschaft SIFEM (SIFEM-Gesetz),1,198,0,0,1,0,1.0
29244,14.06.2024,20230021,Bundesgesetz über die Zulassung als Strassentransportunternehmen (STUG). Änderung,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Schlussabstimmung | * | *,Bundesgesetz über die Zulassung als Strassentransportunternehmen (STUG),1,198,0,0,1,0,1.0
29245,14.06.2024,20230048,"Bundesgesetz über die Krankenversicherung. Änderung (Datenaustausch, Risikoausgleich)",Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Schlussabstimmung | * | *,"Bundesgesetz über die Krankenversicherung (KVG) (Datenaustausch, Risikoausgleich)",1,198,0,0,1,0,1.0
29246,14.06.2024,20230057,ZGB. Änderung (Massnahmen gegen Minderjährigenheiraten),Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Schlussabstimmung | * | *,Schweizerisches Zivilgesetzbuch (Massnahmen gegen Minderjährigenheiraten),1,198,0,0,1,0,1.0
29247,14.06.2024,20230067,Erwerbsersatzgesetz (Digitalisierung in der Erwerbsersatzordnung). Änderung,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Schlussabstimmung | * | *,"Bundesgesetz über den Erwerbsersatz (Erwerbsersatzgesetz, EOG) (Digitalisierung in der Erwerbsersatzordnung)",1,132,65,1,1,0,0.6666666666666666
29249,14.06.2024,20230070,Austausch von Daten betreffend gesperrte Spielerinnen und Spieler im Geldspielbereich. Abkommen mit dem Fürstentum Liechtenstein,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Schlussabstimmung | * | *,Bundesbeschluss über die Genehmigung des Abkommens zwischen der Schweiz und Liechtenstein über den Austausch von Daten betreffend gesperrte Spielerinnen und Spieler im Geldspielbereich,1,195,3,0,1,0,0.9848484848484849
29250,14.06.2024,20230077,Abkommen zwischen der Schweiz und Slowenien zur Vermeidung der Doppelbesteuerung auf dem Gebiet der Steuern vom Einkommen und vom Vermögen. Protokoll zur Änderung,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Schlussabstimmung | * | *,Bundesbeschluss über die Genehmigung eines Protokolls zur Änderung des Doppelbesteuerungsabkommens zwischen der Schweiz und Slowenien,1,145,45,7,1,1,0.7360406091370558
29251,14.06.2024,20230080,Zusatzabkommen zum Abkommen vom 9. September 1966 zwischen der Schweiz und Frankreich zur Vermeidung der Doppelbesteuerung auf dem Gebiet der Steuern vom Einkommen und vom Vermögen und zur Vermeidung von Steuerbetrug und Steuerflucht. Genehmigung,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Schlussabstimmung | * | *,Bundesbeschluss über die Genehmigung und die Umsetzung eines Zusatzabkommens zum Doppelbesteuerungsabkommen zwischen der Schweiz und Frankreich,1,196,1,1,1,0,0.98989898989899
29252,14.06.2024,20230084,Arbeitslosenversicherungsgesetz (AVIG). Teilrevision,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Schlussabstimmung | * | *,"Bundesgesetz über die obligatorische Arbeitslosenversicherung und die Insolvenzentschädigung (Arbeitslosenversicherungsgesetz, AVIG) (Entschädigungssystem der Arbeitslosenkassen)",1,197,0,1,1,0,0.9949494949494949
29253,14.06.2024,20240024,Bundesgesetz über die Besteuerung der Telearbeit im internationalen Verhältnis,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Schlussabstimmung | * | *,Bundesgesetz über die Besteuerung der Telearbeit im internationalen Verhältnis,1,195,1,0,1,2,0.9948979591836735
